Case =,Cold,,,,,,
Grid #,Type,X[m],Y[m],Z[m],RX[rad],RY[rad],Rz[rad]
100184,G,-1.7019E-06,2.9475E-05,4.8361E-04,1.8927E-05,8.3862E-08,-3.8570E-07
100185,G,-2.6377E-06,1.0938E-05,5.1059E-04,2.3199E-05,1.7407E-07,-4.0027E-07
100186,G,-1.6940E-06,2.9223E-05,4.8417E-04,1.8918E-05,1.5539E-07,-3.8668E-07
100187,G,-1.6857E-06,2.8968E-05,4.8472E-04,1.9170E-05,1.7367E-07,-3.9646E-07
100188,G,-2.6487E-06,1.1429E-05,5.1010E-04,2.3010E-05,1.7957E-07,-4.0539E-07
100189,G,-2.6598E-06,1.1914E-05,5.0960E-04,2.2987E-05,1.7991E-07,-4.0210E-07
100190,G,-1.6773E-06,2.8710E-05,4.8528E-04,1.9228E-05,1.9070E-07,-3.9607E-07
100191,G,-2.6708E-06,1.2392E-05,5.0910E-04,2.2836E-05,1.6583E-07,-4.0704E-07
100192,G,-1.6687E-06,2.8447E-05,4.8584E-04,1.9419E-05,2.1817E-07,-4.0341E-07
100193,G,-2.6818E-06,1.2864E-05,5.0860E-04,2.2777E-05,1.7204E-07,-4.0486E-07
100194,G,-1.6600E-06,2.8181E-05,4.8639E-04,1.9498E-05,2.2259E-07,-4.0282E-07
100195,G,-2.6927E-06,1.3330E-05,5.0810E-04,2.2645E-05,1.5188E-07,-4.0949E-07
100196,G,-1.6511E-06,2.7910E-05,4.8695E-04,1.9654E-05,2.5083E-07,-4.0874E-07
100197,G,-2.7037E-06,1.3791E-05,5.0760E-04,2.2569E-05,1.6133E-07,-4.0747E-07
100198,G,-1.6422E-06,2.7636E-05,4.8751E-04,1.9741E-05,2.4800E-07,-4.0755E-07
100199,G,-2.7146E-06,1.4246E-05,5.0709E-04,2.2456E-05,1.4747E-07,-4.1023E-07
100200,G,-1.6332E-06,2.7357E-05,4.8806E-04,1.9868E-05,2.6674E-07,-4.1096E-07
100201,G,-2.7254E-06,1.4695E-05,5.0659E-04,2.2376E-05,1.4555E-07,-4.1034E-07
100202,G,-1.6241E-06,2.7074E-05,4.8862E-04,1.9953E-05,2.7274E-07,-4.1145E-07
100203,G,-2.7362E-06,1.5139E-05,5.0608E-04,2.2279E-05,1.4967E-07,-4.0997E-07
100204,G,-1.6150E-06,2.6787E-05,4.8917E-04,2.0059E-05,2.7184E-07,-4.1142E-07
100205,G,-1.6057E-06,2.6496E-05,4.8972E-04,2.0146E-05,2.9181E-07,-4.1401E-07
100206,G,-2.7470E-06,1.5577E-05,5.0558E-04,2.2193E-05,1.3178E-07,-4.1246E-07
100207,G,-1.5964E-06,2.6200E-05,4.9027E-04,2.0231E-05,2.9449E-07,-4.1415E-07
100208,G,-2.7577E-06,1.6010E-05,5.0507E-04,2.2112E-05,1.3111E-07,-4.1246E-07
100209,G,-2.7683E-06,1.6438E-05,5.0456E-04,2.2022E-05,1.2715E-07,-4.1306E-07
100210,G,-1.5870E-06,2.5900E-05,4.9082E-04,2.0321E-05,2.9969E-07,-4.1475E-07
100211,G,-2.7790E-06,1.6860E-05,5.0405E-04,2.1950E-05,1.2525E-07,-4.1311E-07
100212,G,-1.5776E-06,2.5595E-05,4.9137E-04,2.0395E-05,3.0242E-07,-4.1478E-07
100213,G,-2.7895E-06,1.7278E-05,5.0354E-04,2.1873E-05,1.1881E-07,-4.1375E-07
100214,G,-1.5681E-06,2.5286E-05,4.9192E-04,2.0471E-05,3.0946E-07,-4.1536E-07
100215,G,-2.8001E-06,1.7690E-05,5.0303E-04,2.1804E-05,1.1420E-07,-4.1405E-07
